field_id,field_name,description,category,data_type,units,value_encoding,encoding_id,encoding_name,n_codes,participant_count
1548,Variation in diet,"ACE touchscreen question ""Does your diet vary much from week to week?""",Diet,Categorical single,,1=Never/rarely|2=Sometimes|3=Often|-1=Do not know|-3=Prefer not to answer,100401,,5,498506
20663,Liking for fruit,Liking for fruit measured on a 9-point scale.,Food (and other) preferences,Categorical single,,1=extremely dislike|2=2|3=3|4=4|5=neither like nor dislike|6=6|7=7|8=8|9=extremely like|-121=never tried|-818=do not wish to answer,96,,11,181943
104000,Baked bean intake,"Question asked: ""How many servings of baked beans did you have?""<p>This question was only asked to participants who reported consuming vegetables.",Fruit/vegetables yesterday,Categorical single,Serving,300=3+|2=2|1=1|555=half|444=quarter,100017,,5,29629
2956,General pain for 3+ months,"ACE touchscreen question ""Have you had pains all over the body for more than 3 months?""<p>~F2956~ was collected from participants who indicated that in the last month they experienced pain all over the body that interfered with their usual activities, as defined by their answers to ~F6159~",Pain,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,9912
29206,When online General health questionnaire completed,When General health module of online mental well-being questionnaire completed,General health,Date,,,,,,169395
2492,Taking other prescription medications,"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)""",Medication,Categorical single,,1=Yes - you will be asked about this later by an interviewer|0=No|-1=Do not know|-3=Prefer not to answer,100603,,4,501047
78,"Heel bone mineral density (BMD) T-score, automated",This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.,Bone-densitometry of heel,Continuous,Std.Devs,,,,,278763
92,Operation year/age first occurred,"For each operation entered, the nurse entered the date or age at diagnosis using a pop-up screen, depending on the participant's response. See Related Data-fields tab for further information on where to find separate data-fields for age and year of diagnosis.",Operations,Integer,,-3=Preferred not to answer|-1=Time uncertain/unknown,37,,2,406818
20205,ECG datasets,ECG datasets are stored as XML formatted records containing the lead-traces and some ancillary reporting data.,"ECG at rest, 12-lead",Text,,,,,,95069
26426,Index of Multiple Deprivation (Wales),"The Welsh Index of Multiple Deprivation 2008 is the official measure of deprivation for small areas in Wales. It was developed for the Welsh Assembly Government by the Assembly's Statistical Directorate and the Local Government Data Unit (Wales). <p> The WIMD 2008 is made up of eight separate domains (or kinds) of deprivation: income, employment, health, education, housing, environment, access to services, and community safety. <p> Each of them was based on a range of different indicators which meant that they were measured in different ways using different units. So before they could be combined the measurements had to be transformed to make them compatible. For example, if the height of something had been measured in metres and the weight in kilograms it would not make sense simply to add them together. <p> Income and employment were classed as the most important factors, and they were given the biggest weighting in the overall index. Although there is more to deprivation than poverty, not having enough money or a job is a big part of it.",Indices of Multiple Deprivation,Continuous,,,,,,21180
21049,Degree bothered by pain in arms/legs/joints in the past 3 months,"Question asked: ""During the past 3 months, how much have you been bothered by pain in your arms, legs or joints (knees, hips etc)?"" <p>The question in this field was taken from the Patient Health Questionnaire 12 Somatic Symptom scale (PHQ-12 SS) used with the publisher's permission. <p>Spiller RC, Humes DJ, Campbell E, et al. The Patient Health Questionnaire 12 Somatic Symptom scale as a predictor of symptom severity and consulting behaviour in patients with irritable bowel syndrome and symptomatic diverticular disease. Alimentary Pharmacology & Therapeutics. 2010;32:811-820",Digestive health,Categorical single,,-600=Not bothered at all|-601=Bothered a little|-602=Bothered a lot|-818=Prefer not to answer,339,,4,183836
20119,Current employment status - corrected,"Most participant jobs were code by staff in the clinic when the participant was present, with the results presented in ~F132~. However, for various reasons, staff were occasionally unable to find suitable codings and the job was recorded as a ""Other job"" accompanied by a free-text description. <p>In some cases participants declared an occupation which was not actually classified as paid/self-employment and this information was used to correct the answer given in ~F6142~.",Employment,Categorical single,,1=In paid employment or self-employed|2=Retired|3=Looking after home and/or family|4=Unable to work because of sickness or disability|5=Unemployed|6=Doing unpaid or voluntary work|7=Full or part-time student|-7=None of the above|-3=Prefer not to answer,100295,,9,3360
22500,When occupational data entered,This is the date that the participant completed entering their occupational history.,Work environment,Date,,,,,,121123
1259,Smoking/smokers in household,"ACE touchscreen question ""Does anyone in your household smoke?""<p>~F1259~ was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~",Smoking,Categorical single,,"1=Yes, one household member smokes|2=Yes, more than one household member smokes|0=No|-3=Prefer not to answer",100370,,4,462468
2664,Reason for reducing amount of alcohol drunk,"ACE touchscreen question ""Why did you reduce the amount you drank?""<p>~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~",Alcohol,Categorical single,,1=Illness or ill health|2=Doctor's advice|3=Health precaution|4=Financial reasons|5=Other reason|-1=Do not know|-3=Prefer not to answer,100418,,7,232597
20085,Reason for not eating or drinking normally,This field indicates the reason why the participant did not eat or drink normally yesterday. The data is an amalgamation of 4 individual Yes/No answers which were asked if the participant indicated they did not eat or drink normally.,Typical diet yesterday,Categorical multiple,,3=Ill|4=Fasting|5=Away|6=Other reason untypical diet,75,,4,67832
51,Seated height,"Seated height was measured using a Seca 202 device with the participant seated on a box, the size of which is given by ~F3077~",Body size measures,Continuous,cm,,,,,496989
2306,Weight change compared with 1 year ago,"ACE touchscreen question ""Compared with one year ago, has your weight changed?""",General health,Categorical single,,0=No - weigh about the same|2=Yes - gained weight|3=Yes - lost weight|-1=Do not know|-3=Prefer not to answer,100540,,5,501058
96,Time since interview start at which blood pressure screen(s) shown,"The time since interview start at which the blood pressure screen was shown is useful because it can be used to calculate the interval between the two measurements of blood pressure. This interval is variable because it, for efficiency reasons, it was impractical to use a fixed time during the UK Biobank Assessments.",Blood pressure,Integer,seconds,,,,,501109
5890,Which eye(s) affected by diabetes-related eye disease,"ACE touchscreen question ""Which eye(s) are affected by diabetes related eye disease?""<p>~F5890~ was collected from participants who indicated they have diabetes related eye disease as defined by their answers to ~F6148~",Eyesight,Categorical single,,1=Right eye|2=Left eye|3=Both eyes,100515,,3,2690
4198,Position of the pulse wave peak,position of the peak<p>A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This field is the time when the peak occurs in the waveform.,Arterial stiffness,Integer,,,,,,236313
4257,Keystroke history,"This records the actual keys touched by the participant while entering a number, including edits/deletions.",Numeric memory,Text,,,,,,90873
2674,Ever had breast cancer screening / mammogram,"ACE touchscreen question ""Have you ever been for breast cancer screening (a mammogram)?""",Female-specific factors,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,272586
4598,Ever depressed for a whole week,"ACE touchscreen question ""Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?"" <p>Question was introduced part way through fieldwork in April 2009.",Mental health,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,247546
20422,More irritable than usual during worst period of anxiety,"Question asked: ""When you were worried or anxious, were you also: More irritable than usual?"" <p>Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months.",Anxiety,Categorical single,,-121=Do not know|0=No|1=Yes,520,,3,48692
29184,When online Mental health questionnaire started,When Mental health module of online mental well-being questionnaire started,Mental health,Date,,,,,,175087
20534,Sleeping too much,"Question asked: ""Was that: [re sleep change] Sleeping too much"" <p>Question was asked when ~F20532~ was Yes.",Depression,Categorical single,,0=No|1=Yes,508,,2,60812
22035,At or above moderate/vigorous recommendation,Indicates whether a person met the 2017 UK Physical activity guidelines of 150 minutes of moderate activity per week or 75 minutes of vigorous activity.,MET Scores,Categorical single,,1=Yes|0=No,7,,2,394110
6023,Description of exercise protocol recommended,Description of exercise protocol recommended,ECG during exercise,Text,,,,,,95045
3751,Chest pain or discomfort when walking uphill or hurrying,"ACE touchscreen question ""Do you get this pain or discomfort when you walk uphill or hurry?""<p>~F3751~ was collected from participants who indicated that they get pain or discomfort in their chest, as defined by their answers to ~F2335~ but they do not get this pain when they walk at an ordinary pace on the level, as defined by their answers to ~F2335~",Chest pain,Categorical single,,1=Yes|0=No|-1=Unable to walk up hills or to hurry|-3=Prefer not to answer,100564,,4,73122
6179,Mineral and other dietary supplements,"ACE touchscreen question ""Do you regularly take any of the following? (You can select more than one answer)""<p>The following checks were performed:<ul><li>If code -7 was selected, then no additional choices were allowed.</li><li>If code -3 was selected, then no additional choices were allowed.</li></ul>",Medication,Categorical multiple,,1=Fish oil (including cod liver oil)|2=Glucosamine|3=Calcium|4=Zinc|5=Iron|6=Selenium|-7=None of the above|-3=Prefer not to answer,100630,,8,498470
20671,Liking for grapefruit,Liking for grapefruit measured on a 9-point scale.,Food (and other) preferences,Categorical single,,1=extremely dislike|2=2|3=3|4=4|5=neither like nor dislike|6=6|7=7|8=8|9=extremely like|-121=never tried|-818=do not wish to answer,96,,11,181943
104010,Pulses intake,"Question asked: ""How many servings of other beans (kidney beans/chick peas/butter beans etc) or lentils did you have?""<p>This question was only asked to participants who reported consuming vegetables.",Fruit/vegetables yesterday,Categorical single,Serving,300=3+|2=2|1=1|555=half|444=quarter,100017,,5,35299
3404,Neck/shoulder pain for 3+ months,"ACE touchscreen question ""Have you had neck or shoulder pains for more than 3 months?""<p>~F3404~ was collected from participants who indicated that in the last month they experienced neck or shoulder pain that interfered with their usual activities, as defined by their answers to ~F6159~",Pain,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,130018
20003,Treatment/medication code,Code for treatment<p>Negative codes indicate free-text entry.,Medications,Categorical multiple,,,4,Treatments,6745,382887
2129,Answered sexual history questions,"ACE touchscreen question ""The next section contains questions about your sexual history. If you feel that a question is too sensitive, you can skip the question or skip the entire section if you prefer.""",Sexual factors,Categorical single,,1=Continue|2=Skip this section,100503,,2,501061
670,Type of accommodation lived in,"ACE touchscreen question ""What type of accommodation do you live in?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Please select:<br><br>A house or bungalow for any whole, detached, semi-detached<br>or terraced (including end-terrace) house or bungalow.<br><br>A flat, maisonette, or apartment for any purpose-built<br>block of flats or tenement, part of a converted or shared<br>house (including bed-sits) or within a commercial building<br>(for example in an office building, or hotel, or over a shop).<br><br>If none of the options apply, select None of the above.<br></i></td></tr></table>",Household,Categorical single,,"1=A house or bungalow|2=A flat, maisonette or apartment|3=Mobile or temporary structure (i.e. caravan)|4=Sheltered accommodation|5=Care home|-7=None of the above|-3=Prefer not to answer",100286,,7,501114
21055,Degree bothered by feeling heart pound/race in the last 3 months,"Question asked: ""During the past 3 months, how much have you been bothered by feeling your heart pound or race?"" <p>The question in this field was taken from the Patient Health Questionnaire 12 Somatic Symptom scale (PHQ-12 SS) used with the publisher's permission. <p>Spiller RC, Humes DJ, Campbell E, et al. The Patient Health Questionnaire 12 Somatic Symptom scale as a predictor of symptom severity and consulting behaviour in patients with irritable bowel syndrome and symptomatic diverticular disease. Alimentary Pharmacology & Therapeutics. 2010;32:811-820",Digestive health,Categorical single,,-600=Not bothered at all|-601=Bothered a little|-602=Bothered a lot|-818=Prefer not to answer,339,,4,183836
32238,Frequency that inattention/distractibility and disorganisation interfered with work or education,"Social Interactions and Focus online question: ""How often did/do these problems with inattention/distractibility and disorganisation interfere with your ability to function: in your work or education?"" <p>Question was asked when ~F32235~ was When I was a child, When I was an adolescent, When I was a young adult, When I was an adult or When I was older than 65.",ADHD (Attention deficit hyperactivity disorder),Categorical single,,0=Never or rarely|1=Sometimes|2=Often|3=Very often or always|-1=Do not know/cannot remember|-3=Prefer not to answer,2626,,6,50050
21050,Degree bothered by menstrual cramps or other problems with period in the last 3 months,"Question asked: ""During the past 3 months, how much have you been bothered by menstrual cramps or other problems with your periods?"" <p> This question was asked to women only. <p>The question in this field was taken from the Patient Health Questionnaire 12 Somatic Symptom scale (PHQ-12 SS) used with the publisher's permission. <p>Spiller RC, Humes DJ, Campbell E, et al. The Patient Health Questionnaire 12 Somatic Symptom scale as a predictor of symptom severity and consulting behaviour in patients with irritable bowel syndrome and symptomatic diverticular disease. Alimentary Pharmacology & Therapeutics. 2010;32:811-820",Digestive health,Categorical single,,-600=Not bothered at all|-601=Bothered a little|-602=Bothered a lot|-818=Prefer not to answer|-313=Not applicable,1018,,5,104257
20418,Impact on normal roles during worst period of anxiety,"Question asked: ""Think about your roles at the time of this episode, including study / employment, childcare and housework, leisure pursuits. How much did these problems interfere with your life or activities?"" <p>Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months.",Anxiety,Categorical single,,-818=Prefer not to answer|0=Not at all|1=A little|2=Somewhat|3=A lot,510,,5,48692
22599,Number of jobs held,This is the number of jobs described by each participant who completed the Occupational questionnaire.,Employment history,Integer,jobs,,,,,118527
1787,Maternal smoking around birth,"ACE touchscreen question ""Did your mother smoke regularly around the time when you were born?"" <p>~F1787~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~ <br><br>This question was dropped from the touchscreen protocol on 24/10/2016.",Early life factors,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,493709
3731,Former alcohol drinker,"ACE touchscreen question ""Did you previously drink alcohol?""<p>~F3731~ was collected from participants who indicated they never drink alcohol, as defined by their answers to ~F1558~",Alcohol,Categorical single,,1=Yes|0=No|-3=Prefer not to answer,100352,,3,44982
20413,Frequency of inability to cease drinking in last year,"Question asked: ""How often during the last year have you found that you were not able to stop drinking once you had started?"" <p>Question was asked when the sum of the answer to ~F20403~ plus the answer to ~F20416~ was 3 or above. Participants responding ""prefer not to answer"" to one of these trigger questions were scored as 1 for that question.",Alcohol use,Categorical single,,-818=Prefer not to answer|1=Never|2=Less than monthly|3=Monthly|4=Weekly|5=Daily or almost daily,523,,6,85078
3077,Seating box height,The height of the box that participant sat on for sitting-height measurement ~F51~,Body size measures,Categorical single,,30=30cm|40=40cm|50=50cm,100262,,3,496989
3160,"Weight, manual entry",Weight (manual entry),Body size measures,Continuous,Kg,,,,,11942
102,"Pulse rate, automated reading",This is the pulse rate measured during the automated blood pressure readings.,Blood pressure,Integer,bpm,,,,,476035
5934,Which eye(s) affected by other serious eye condition,"ACE touchscreen question ""Which eye(s) are affected by the other serious eye condition?""<p>~F5934~ was collected from participants who indicated they have other serious eye condition (i.e. not diabetes, glaucoma, trauma, cataract or macular degeneration), as defined by their answers to ~F6148~",Eyesight,Categorical single,,1=Right eye|2=Left eye|3=Both eyes,100515,,3,5685
4199,Position of pulse wave notch,position of the notch<p>A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This is the time when when notch occurs in the waveform.,Arterial stiffness,Integer,,,,,,236313
20001,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",Medical conditions,Categorical multiple,,"-1=other cancer|-1=haematological malignancy|-1=genital tract cancer|-1=urinary tract cancer|-1=neurological system cancer|-1=gastrointestinal cancer|-1=ear/nose/throat cancer|1001=lung cancer|1002=breast cancer|1003=skin cancer|1004=cancer of lip/mouth/pharynx/oral cavity|1005=salivary gland cancer|1006=larynx/throat cancer|1007=nasal cavity cancer|1008=ear cancer|1009=sinus cancer|1010=lip cancer|1011=tongue cancer|1012=gum cancer|1015=parotid gland cancer|1016=other salivary gland cancer|1017=oesophageal cancer|1018=stomach cancer|1019=small intestine/small bowel cancer|1020=large bowel cancer/colorectal cancer|1021=anal cancer|1022=colon cancer/sigmoid cancer|1023=rectal cancer|1024=liver/hepatocellular cancer|1025=gallbladder/bile duct cancer|1026=pancreas cancer|1027=small cell lung cancer|1028=non-small cell lung cancer|1029=peripheral nerve/autonomic nerve cancer|1030=eye and/or adnexal cancer|1031=meningeal cancer / malignant meningioma|1032=brain cancer / primary malignant brain tumour|1033=spinal cord or cranial nerve cancer|1034=kidney/renal cell cancer|1035=bladder cancer|1036=other cancer of urinary tract|1037=female genital tract cancer|1038=male genital tract cancer|1039=ovarian cancer|1040=uterine/endometrial cancer|1041=cervical cancer|1042=vaginal cancer|1043=vulval cancer|1044=prostate cancer|1045=testicular cancer|1046=penis cancer|1047=lymphoma|1048=leukaemia|1050=multiple myeloma|1051=myelofibrosis or myelodysplasia|1052=hodgkins lymphoma / hodgkins disease|1053=non-hodgkins lymphoma|1055=chronic lymphocytic|1056=chronic myeloid|1058=other haematological malignancy|1059=malignant melanoma|1060=non-melanoma skin cancer|1061=basal cell carcinoma|1062=squamous cell carcinoma|1063=primary bone cancer|1064=mesothelioma|1065=thyroid cancer|1066=parathyroid cancer|1067=adrenal cancer|1068=sarcoma/fibrosarcoma|1070=malignant lymph node, unspecified|1071=metastatic cancer (unknown primary)|1072=cin/pre-cancer cells cervix|1073=rodent ulcer|1074=acute myeloid leukaemia|1075=retinoblastoma|1076=kaposis sarcoma|1077=mouth cancer|1078=tonsil cancer|1079=oropharynx / oropharyngeal cancer|1080=trachea cancer|1081=thymus cancer / malignant thymoma|1082=heart / mediastinum cancer|1084=respiratory / intrathoracic cancer|1085=bone metastases / bony secondaries|1086=appendix cancer|1087=fallopian tube cancer|1088=malignant insulinoma|99999=unclassifiable",3,,89,52398
4609,Longest period of depression,"ACE touchscreen question ""How many weeks was the longest period when you were feeling depressed or down?"" <p>Question was introduced part way through fieldwork in April 2009. <p>The following checks were performed: <ul> <li>If answer < 1 then rejected</li> <li>If answer > 999 then rejected</li> </ul> <p>~F4609~ was collected from participants who indicated they have felt depressed or down for at least a whole week, as defined by their answers to ~F4598~",Mental health,Integer,weeks,-1=Do not know|-3=Prefer not to answer,100291,,2,131776
20423,Keyed up or on edge during worst period of anxiety,"Question asked: ""When you were worried or anxious, were you also: Keyed up or on edge?"" <p>Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months.",Anxiety,Categorical single,,-121=Do not know|0=No|1=Yes,520,,3,48692
29197,When online Mental health questionnaire completed,When Mental health module of online mental well-being questionnaire completed,Mental health,Date,,,,,,175087
20535,Waking too early,"Question asked: ""Was that: [re sleep change] Waking too early"" <p>Question was asked when ~F20532~ was Yes.",Depression,Categorical single,,0=No|1=Yes,508,,2,60812
22036,At or above moderate/vigorous/walking recommendation,Indicates whether a person met the 2017 UK Physical activity guidelines of 150 minutes of walking or moderate activity per week or 75 minutes of vigorous activity.,MET Scores,Categorical single,,1=Yes|0=No,7,,2,394110
6025,"Fitness test results, including ECG data",Readings taken during the exercise bike test are recorded in an XML file at the end of the test. This is the name of that file (which will be required by any researchers wishing to analyse the data).,ECG during exercise,Text,,,,,,95036
4728,Leg pain on walking,"ACE touchscreen question ""Do you get a pain in either leg on walking?""",Claudication and peripheral artery disease,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,247546
10854,Other dietary supplements (pilot),"ACE touchscreen question ""Do you regularly take any of the following? (You can select more than one answer)""<p>The following checks were performed:<ul><li>If code -7 was selected, then no additional choices were allowed.</li><li>If code -3 was selected, then no additional choices were allowed.</li></ul>",Medication,Categorical multiple,,1=Iron|2=Zinc|3=Calcium|4=Selenium|5=Multivitamins|6=Multivitamins with minerals|-7=None of the above|-3=Prefer not to answer,100690,,8,3765
20681,Liking for kiwi fruit,Liking for kiwi fruit measured on a 9-point scale.,Food (and other) preferences,Categorical single,,1=extremely dislike|2=2|3=3|4=4|5=neither like nor dislike|6=6|7=7|8=8|9=extremely like|-121=never tried|-818=do not wish to answer,96,,11,181941
104020,Fried potatoes intake,"Question asked: ""How many servings of potatoes (fried, chips, wedges, roast) did you have?""<p>This question was only asked to participants who reported consuming vegetables.",Fruit/vegetables yesterday,Categorical single,Serving,300=3+|2=2|1=1|555=half|444=quarter,100017,,5,67100
3414,Hip pain for 3+ months,"ACE touchscreen question ""Have you had hip pains for more than 3 months?""<p>~F3414~ was collected from participants who indicated that in the last month they experienced hip pain that interfered with their usual activities, as defined by their answers to ~F6159~",Pain,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,67804
20466,Ever prescribed a medication for unusual or psychotic experiences,"Question asked: ""Were you ever prescribed a medication by a health professional for any of these experiences (seeing a vision, hearing a voice, or believing that something strange was trying to communicate with you, or there was a plot against you)?"" <p>Question was asked when ~F20471~ was Yes or ~F20463~ was Yes or ~F20474~ was Yes or ~F20468~ was Yes.",Unusual and psychotic experiences,Categorical single,,-818=Prefer not to answer|-121=Do not know|0=No|1=Yes,502,,4,7787
2139,Age first had sexual intercourse,"ACE touchscreen question ""What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)""<p>The following checks were performed:<ul><li>If answer < 3 then rejected</li><li>If answer > Participants age then rejected</li><li>If answer < 12 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Sexual intercourse includes vaginal, oral or anal intercourse.<br>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table>",Sexual factors,Integer,years,-2=Never had sex|-3=Prefer not to answer|-1=Do not know,100504,,3,456937
680,Own or rent accommodation lived in,"ACE touchscreen question ""Do you own or rent the accommodation that you live in?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Please select:<br> - Own outright if you or someone in your household<br>owns the accommodation that you live in.<br> - Own with mortagage if you or someone in your<br>household has a mortagage on the accommodation<br>that you live in.<br></i></td></tr></table><p>~F680~ was collected from participants except those who indicated they were living in a sheltered accommodation or in a care home, as defined by their answers to ~F670~",Household,Categorical single,,"1=Own outright (by you or someone in your household)|2=Own with a mortgage|3=Rent - from local authority, local council, housing association|4=Rent - from private landlord or letting agency|5=Pay part rent and part mortgage (shared ownership)|6=Live in accommodation rent free|-7=None of the above|-3=Prefer not to answer",100287,,8,499743
32256,"Frequency that hyperactivity, restlessness and/or impulsivity interfered with work or education","Social Interactions and Focus online question: ""How often did/do these problems with hyperactivity, restlessness and/or impulsivity interfere with your ability to function: in your work or education?"" <p>Question was asked when ~F32253~ was When I was a child, When I was an adolescent, When I was a young adult, When I was an adult or When I was older than 65.",ADHD (Attention deficit hyperactivity disorder),Categorical single,,0=Never or rarely|1=Sometimes|2=Often|3=Very often or always|-1=Do not know/cannot remember|-3=Prefer not to answer,2626,,6,24855
21051,Degree bothered by headaches in the last 3 months,"Question asked: ""During the past 3 months, how much have you been bothered by headaches?"" <p>The question in this field was taken from the Patient Health Questionnaire 12 Somatic Symptom scale (PHQ-12 SS) used with the publisher's permission. <p>Spiller RC, Humes DJ, Campbell E, et al. The Patient Health Questionnaire 12 Somatic Symptom scale as a predictor of symptom severity and consulting behaviour in patients with irritable bowel syndrome and symptomatic diverticular disease. Alimentary Pharmacology & Therapeutics. 2010;32:811-820",Digestive health,Categorical single,,-600=Not bothered at all|-601=Bothered a little|-602=Bothered a lot|-818=Prefer not to answer,339,,4,183836
20440,Impact on normal roles during worst period of depression,"Question asked: ""Think about your roles at the time of this episode, including study / employment, childcare and housework, leisure pursuits. How much did these problems interfere with your life or activities?"" <p>Question was asked when ~F20446~ was Yes or ~F20441~ was Yes.",Depression,Categorical single,,-818=Prefer not to answer|0=Not at all|1=A little|2=Somewhat|3=A lot,510,,5,88897
2644,"Light smokers, at least 100 smokes in lifetime","ACE touchscreen question ""In your lifetime, have you smoked a total of at least 100 times?""<p>~F2644~ was collected from participants who indicated they smoked occasionally or Just tried once or twice, as defined by their answers to ~F1249~",Smoking,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,145745
3859,Reason former drinker stopped drinking alcohol,"ACE touchscreen question ""Why did you stop drinking alcohol?""<p>~F3859~ was collected from participants who indicated that they currently never drink alcohol, as defined by their answers to ~F1558~ and they previously drank alcohol, as defined by their answers to ~F1558~",Alcohol,Categorical single,,1=Illness or ill health|2=Doctor's advice|3=Health precaution|4=Financial reasons|5=Other reason|-1=Do not know|-3=Prefer not to answer,100418,,7,21269
20653,Liking for diet fizzy drinks,Liking for diet fizzy drinks measured on a 9-point scale.,Food (and other) preferences,Categorical single,,1=extremely dislike|2=2|3=3|4=4|5=neither like nor dislike|6=6|7=7|8=8|9=extremely like|-121=never tried|-818=do not wish to answer,96,,11,181941
4195,Pulse wave reflection index,reflection index is a measure of reflection<p>A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. if 'b' is the height of direct wave peak and 'a' is the height of reflected wave peak the reflected index = (a/b) * 100%,Arterial stiffness,Integer,,,,,,236313
20016,Fluid intelligence score,This is a simple unweighted sum of the number of correct answers given to the 13 fluid intelligence questions. Participants who did not answer all of the questions within the allotted 2 minute limit are scored as zero for each of the unattempted questions.,Fluid intelligence / reasoning,Integer,correct-answers,-1=Not calculable due to unclean data,2536,,1,236512
4079,"Diastolic blood pressure, automated reading","Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart. <p>Range returned by the Omron device is is 0-255",Blood pressure,Integer,mmHg,,,,,476035
10844,Gestational diabetes only (pilot),"ACE touchscreen question ""Did you only have diabetes during pregnancy?""",Medical conditions,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,63
4200,Position of the shoulder on the pulse waveform,position of the shoulder on the waveform<p>A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This field is the time of the shoulder like curve in the waveform.,Arterial stiffness,Integer,,,,,,236313
20002,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"". <p> Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",Medical conditions,Categorical multiple,,,6,Non-cancer Illness,474,400877
4620,Number of depression episodes,"ACE touchscreen question ""How many periods have you had when you were feeling depressed or down for at least a whole week?"" <p>Question was introduced part way through fieldwork in April 2009. <p>The following checks were performed: <ul> <li>If answer < 1 then rejected</li> <li>If answer > 9999 then rejected</li> </ul> <p>~F4620~ was collected from participants who indicated they have felt depressed or down for at least a whole week, as defined by their answers to ~F4598~",Mental health,Integer,periods,-1=Do not know|-3=Prefer not to answer,100291,,2,131776
20426,Restless during period of worst anxiety,"Question asked: ""When you were worried or anxious, were you also: Restless?"" <p>Question was asked when ~F20425~ was Yes or ~F20420~ was at least 6 months.",Anxiety,Categorical single,,-121=Do not know|0=No|1=Yes,520,,3,48692
30009,"Invitation to complete online mental health questionnaire, date sent",Dates that invitations to online mental health questionnaire were emailed to participants.,Mental health,Date,,,,,,332244
28687,Currently suffering from difficulty sleeping,Health and Wellbeing online question: Are you currently suffering from difficulty sleeping ? ,Health and well-being,Categorical single,,1=Yes|0=No|-1=Do not know|-3=Prefer not to answer,100349,,4,195447
6039,Duration of fitness test,Length of the exercise test.<p>Difference between ObservationEndDateTime and ObservationDateTime,ECG during exercise,Integer,seconds,,,,,95036
